,CCC,CCD,CCR,CDC,CDD,CDR,CRC,CRD,CRR,DCC,DCD,DCR,DDC,DDD,DDR,DRC,DRD,DRR,RCC,RCD,RCR,RDC,RDD,RDR,RRC,RRD,RRR
0,0.039,0.048,0.029,0.022,0.034,0.052,0.033,0.045,0.046,0.041,0.031,0.038,0.045,0.041,0.04,0.034,0.031,0.038,0.039,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.039,0.048,0.029,0.022,0.034,0.052,0.032,0.045,0.047,0.041,0.031,0.038,0.045,0.041,0.04,0.034,0.031,0.038,0.039,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.039,0.048,0.029,0.022,0.034,0.052,0.032,0.045,0.047,0.041,0.031,0.038,0.045,0.041,0.041,0.034,0.031,0.038,0.038,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.039,0.048,0.029,0.022,0.033,0.052,0.032,0.045,0.047,0.041,0.031,0.038,0.045,0.041,0.041,0.034,0.032,0.038,0.038,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.039,0.048,0.029,0.022,0.033,0.052,0.032,0.045,0.047,0.041,0.031,0.038,0.045,0.041,0.041,0.034,0.032,0.038,0.038,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.039,0.048,0.029,0.022,0.033,0.052,0.032,0.045,0.047,0.041,0.031,0.038,0.045,0.041,0.041,0.034,0.032,0.038,0.038,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.039,0.048,0.029,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.034,0.032,0.038,0.038,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.039,0.049,0.029,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.034,0.032,0.037,0.038,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.034,0.032,0.037,0.038,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.034,0.032,0.037,0.038,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.034,0.032,0.037,0.038,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.034,0.032,0.037,0.038,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.044,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.034,0.032,0.037,0.039,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.044,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.034,0.032,0.037,0.039,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.044,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.034,0.032,0.037,0.039,0.035,0.026,0.029,0.041,0.046,0.031,0.034,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.044,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.034,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.031,0.034,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.044,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.031,0.033,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.044,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.031,0.033,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.044,0.047,0.04,0.032,0.038,0.045,0.041,0.041,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.031,0.033,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.044,0.047,0.04,0.032,0.038,0.045,0.042,0.041,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.03,0.033,0.032
0,0.038,0.049,0.03,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.038,0.045,0.042,0.041,0.035,0.032,0.038,0.039,0.035,0.025,0.028,0.041,0.046,0.03,0.033,0.032
0,0.038,0.049,0.029,0.022,0.033,0.053,0.032,0.045,0.047,0.04,0.032,0.038,0.045,0.042,0.041,0.035,0.032,0.038,0.039,0.035,0.025,0.028,0.041,0.046,0.03,0.033,0.032
0,0.039,0.049,0.029,0.022,0.033,0.053,0.032,0.045,0.047,0.04,0.032,0.038,0.045,0.042,0.041,0.034,0.032,0.038,0.039,0.035,0.025,0.028,0.041,0.046,0.03,0.033,0.032
0,0.039,0.049,0.029,0.022,0.033,0.053,0.032,0.045,0.047,0.04,0.032,0.037,0.046,0.042,0.041,0.034,0.032,0.038,0.039,0.035,0.025,0.028,0.041,0.046,0.03,0.033,0.032
0,0.04,0.049,0.029,0.022,0.033,0.053,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.042,0.041,0.034,0.032,0.038,0.039,0.035,0.025,0.028,0.041,0.046,0.03,0.033,0.032
0,0.04,0.049,0.029,0.022,0.033,0.053,0.032,0.045,0.047,0.04,0.032,0.037,0.046,0.042,0.04,0.034,0.032,0.038,0.039,0.035,0.025,0.028,0.041,0.046,0.03,0.033,0.032
0,0.04,0.049,0.028,0.022,0.033,0.053,0.032,0.045,0.047,0.04,0.032,0.037,0.046,0.042,0.04,0.035,0.032,0.038,0.039,0.035,0.025,0.028,0.041,0.046,0.03,0.033,0.032
0,0.04,0.049,0.028,0.022,0.033,0.053,0.032,0.045,0.047,0.04,0.032,0.037,0.046,0.042,0.04,0.035,0.032,0.038,0.039,0.035,0.025,0.028,0.041,0.046,0.03,0.033,0.032
0,0.04,0.049,0.028,0.022,0.033,0.053,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.025,0.028,0.041,0.046,0.03,0.033,0.032
0,0.04,0.049,0.028,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.03,0.033,0.032
0,0.04,0.049,0.028,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.03,0.033,0.032
0,0.04,0.049,0.028,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.03,0.033,0.032
0,0.04,0.049,0.028,0.022,0.033,0.052,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.03,0.033,0.032
0,0.04,0.049,0.028,0.022,0.033,0.052,0.032,0.044,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.03,0.033,0.033
0,0.04,0.049,0.028,0.022,0.033,0.051,0.032,0.044,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.03,0.033,0.034
0,0.04,0.049,0.028,0.022,0.033,0.051,0.032,0.044,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.03,0.033,0.034
0,0.04,0.049,0.028,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.029,0.033,0.034
0,0.04,0.049,0.028,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.029,0.033,0.034
0,0.04,0.049,0.028,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.029,0.033,0.034
0,0.04,0.049,0.028,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.029,0.033,0.034
0,0.04,0.049,0.028,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.029,0.033,0.034
0,0.04,0.049,0.028,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.029,0.033,0.034
0,0.04,0.049,0.029,0.022,0.033,0.05,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.041,0.046,0.029,0.033,0.034
0,0.04,0.049,0.029,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.04,0.046,0.029,0.033,0.034
0,0.04,0.049,0.029,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.04,0.046,0.029,0.033,0.034
0,0.04,0.049,0.029,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.04,0.046,0.029,0.033,0.034
0,0.04,0.049,0.029,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.04,0.046,0.029,0.033,0.034
0,0.04,0.049,0.029,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.028,0.04,0.046,0.029,0.033,0.034
0,0.04,0.049,0.029,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.029,0.04,0.046,0.029,0.033,0.033
0,0.04,0.049,0.029,0.022,0.033,0.051,0.032,0.045,0.047,0.04,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.029,0.04,0.046,0.029,0.033,0.033
0,0.04,0.049,0.029,0.022,0.033,0.051,0.032,0.045,0.047,0.041,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.029,0.04,0.046,0.028,0.033,0.033
0,0.04,0.049,0.029,0.022,0.033,0.051,0.032,0.045,0.047,0.041,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.029,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.051,0.032,0.045,0.047,0.041,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.029,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.051,0.032,0.045,0.047,0.041,0.032,0.036,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.029,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.051,0.032,0.045,0.047,0.041,0.032,0.035,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.03,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.051,0.032,0.045,0.047,0.041,0.032,0.035,0.046,0.043,0.04,0.035,0.032,0.038,0.039,0.035,0.026,0.03,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.046,0.043,0.04,0.035,0.032,0.038,0.04,0.035,0.026,0.03,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.046,0.043,0.04,0.035,0.032,0.038,0.04,0.035,0.026,0.03,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.046,0.043,0.04,0.035,0.032,0.038,0.04,0.035,0.026,0.03,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.046,0.043,0.04,0.035,0.032,0.038,0.04,0.035,0.026,0.03,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.032,0.038,0.041,0.035,0.026,0.03,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.032,0.038,0.041,0.035,0.026,0.03,0.04,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.032,0.038,0.041,0.034,0.026,0.03,0.041,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.032,0.038,0.041,0.034,0.026,0.03,0.041,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.032,0.038,0.041,0.034,0.026,0.03,0.041,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.032,0.038,0.041,0.034,0.026,0.03,0.041,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.038,0.041,0.033,0.026,0.03,0.041,0.046,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.033,0.026,0.03,0.041,0.047,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.051,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.033,0.026,0.03,0.04,0.047,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.051,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.033,0.026,0.03,0.04,0.047,0.028,0.033,0.033
0,0.04,0.05,0.029,0.022,0.032,0.051,0.032,0.046,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.033,0.026,0.03,0.04,0.047,0.027,0.033,0.033
0,0.04,0.05,0.029,0.023,0.032,0.051,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.033,0.026,0.03,0.04,0.047,0.027,0.033,0.033
0,0.04,0.05,0.029,0.023,0.032,0.051,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.033,0.026,0.03,0.04,0.047,0.027,0.033,0.033
0,0.04,0.05,0.029,0.023,0.032,0.051,0.032,0.045,0.047,0.041,0.031,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.033,0.026,0.03,0.04,0.048,0.027,0.033,0.033
0,0.04,0.05,0.029,0.023,0.032,0.051,0.032,0.045,0.047,0.041,0.031,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.033,0.026,0.03,0.04,0.048,0.027,0.033,0.033
0,0.04,0.05,0.029,0.023,0.032,0.05,0.032,0.045,0.047,0.041,0.031,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.033,0.026,0.03,0.041,0.048,0.027,0.033,0.033
0,0.039,0.05,0.029,0.023,0.032,0.05,0.032,0.045,0.047,0.041,0.031,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.034,0.026,0.03,0.041,0.048,0.027,0.033,0.033
0,0.039,0.05,0.029,0.023,0.032,0.05,0.032,0.045,0.047,0.041,0.031,0.035,0.045,0.043,0.04,0.035,0.033,0.037,0.041,0.034,0.026,0.03,0.041,0.048,0.027,0.033,0.033
0,0.039,0.05,0.029,0.023,0.032,0.05,0.032,0.045,0.047,0.041,0.031,0.035,0.045,0.043,0.04,0.035,0.033,0.036,0.041,0.034,0.026,0.03,0.041,0.048,0.027,0.033,0.034
0,0.039,0.05,0.029,0.023,0.032,0.05,0.032,0.045,0.047,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.036,0.041,0.034,0.026,0.03,0.041,0.048,0.027,0.032,0.034
0,0.039,0.05,0.029,0.023,0.032,0.05,0.032,0.045,0.046,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.036,0.041,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.034
0,0.039,0.05,0.029,0.023,0.032,0.049,0.032,0.045,0.046,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.036,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.034
0,0.039,0.05,0.029,0.023,0.032,0.049,0.032,0.045,0.046,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.036,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.034
0,0.039,0.05,0.029,0.023,0.032,0.049,0.032,0.045,0.046,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.036,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.034
0,0.039,0.05,0.029,0.023,0.032,0.049,0.032,0.045,0.046,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.036,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.034
0,0.039,0.05,0.029,0.023,0.032,0.049,0.032,0.045,0.046,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.036,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.034
0,0.039,0.05,0.029,0.023,0.032,0.049,0.032,0.045,0.046,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.033,0.036,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.034
0,0.039,0.05,0.029,0.023,0.032,0.049,0.032,0.045,0.046,0.041,0.032,0.035,0.045,0.043,0.04,0.035,0.034,0.036,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.023,0.032,0.049,0.032,0.045,0.046,0.042,0.032,0.034,0.045,0.043,0.04,0.035,0.034,0.036,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.023,0.032,0.049,0.032,0.045,0.046,0.042,0.032,0.034,0.045,0.043,0.04,0.035,0.034,0.036,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.023,0.032,0.049,0.032,0.045,0.046,0.042,0.032,0.034,0.045,0.043,0.04,0.035,0.034,0.036,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.024,0.032,0.049,0.032,0.045,0.046,0.042,0.032,0.034,0.045,0.043,0.04,0.035,0.034,0.035,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.024,0.032,0.049,0.032,0.045,0.046,0.042,0.032,0.034,0.045,0.043,0.04,0.035,0.034,0.035,0.042,0.034,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.024,0.032,0.049,0.031,0.045,0.046,0.042,0.032,0.034,0.045,0.043,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.024,0.032,0.049,0.031,0.045,0.046,0.042,0.032,0.034,0.045,0.043,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.024,0.033,0.049,0.031,0.045,0.046,0.042,0.032,0.034,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.024,0.033,0.049,0.031,0.045,0.046,0.042,0.032,0.034,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.024,0.033,0.049,0.031,0.045,0.046,0.042,0.032,0.034,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.024,0.033,0.049,0.031,0.045,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.029,0.024,0.033,0.049,0.031,0.045,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.049,0.031,0.044,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.03,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.049,0.03,0.044,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.031,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.049,0.03,0.044,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.031,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.049,0.03,0.044,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.031,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.049,0.03,0.044,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.031,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.049,0.03,0.044,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.034,0.035,0.042,0.035,0.026,0.031,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.048,0.03,0.044,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.035,0.035,0.042,0.035,0.026,0.031,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.048,0.03,0.044,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.035,0.035,0.042,0.035,0.026,0.031,0.041,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.048,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.035,0.035,0.042,0.035,0.026,0.031,0.042,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.048,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.035,0.035,0.042,0.035,0.026,0.031,0.042,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.048,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.035,0.035,0.035,0.042,0.035,0.026,0.031,0.042,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.048,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.031,0.043,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.046,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.033
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.047,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.032
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.047,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.032
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.047,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.032
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.047,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.032
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.047,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.032
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.047,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.032
0,0.039,0.05,0.03,0.024,0.033,0.047,0.03,0.043,0.047,0.043,0.032,0.033,0.045,0.042,0.04,0.034,0.035,0.035,0.042,0.035,0.026,0.032,0.043,0.049,0.027,0.032,0.032
