,CCC,CCD,CCR,CDC,CDD,CDR,CRC,CRD,CRR,DCC,DCD,DCR,DDC,DDD,DDR,DRC,DRD,DRR,RCC,RCD,RCR,RDC,RDD,RDR,RRC,RRD,RRR
0,0.0,0.01,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.036,0.003,0.238,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.01,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.036,0.003,0.238,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.01,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.036,0.003,0.238,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.01,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.01,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.01,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.01,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.01,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.035,0.003,0.238,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.035,0.003,0.238,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.27,0.035,0.003,0.238,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.041,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.041,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.041,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.041,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.041,0.27,0.035,0.003,0.24,0.015,0.002,0.034,0.004,0.003,0.072,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.041,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.041,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.041,0.27,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.041,0.27,0.035,0.003,0.24,0.015,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.024,0.0,0.033,0.098,0.023,0.041,0.27,0.035,0.003,0.24,0.015,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.024,0.0,0.033,0.098,0.023,0.041,0.271,0.035,0.003,0.239,0.015,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.024,0.0,0.033,0.098,0.023,0.041,0.272,0.035,0.003,0.238,0.015,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.024,0.0,0.033,0.098,0.023,0.041,0.272,0.035,0.003,0.238,0.015,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.098,0.023,0.041,0.272,0.035,0.003,0.238,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.041,0.272,0.035,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.041,0.272,0.035,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.041,0.273,0.035,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.042,0.273,0.034,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.273,0.034,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.056,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.274,0.033,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.056,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.101,0.023,0.042,0.273,0.033,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.056,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.101,0.023,0.042,0.273,0.033,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.056,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.273,0.033,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.272,0.034,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.272,0.034,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.272,0.034,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.042,0.272,0.034,0.003,0.237,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.042,0.272,0.034,0.003,0.238,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.042,0.272,0.034,0.003,0.238,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.099,0.023,0.042,0.273,0.033,0.003,0.238,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.023,0.041,0.273,0.033,0.003,0.238,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.022,0.041,0.273,0.033,0.003,0.239,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.022,0.041,0.272,0.033,0.003,0.24,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.022,0.041,0.272,0.033,0.003,0.24,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.022,0.041,0.272,0.033,0.003,0.24,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.033,0.1,0.022,0.041,0.272,0.033,0.003,0.24,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.271,0.033,0.003,0.24,0.016,0.002,0.034,0.004,0.003,0.072,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.271,0.033,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.073,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.271,0.033,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.073,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.271,0.033,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.073,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.271,0.033,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.073,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.271,0.033,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.073,0.015,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.033,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.041,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.101,0.022,0.04,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.101,0.022,0.04,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.057,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.04,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.04,0.272,0.032,0.002,0.24,0.016,0.002,0.034,0.004,0.003,0.074,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.1,0.022,0.04,0.272,0.032,0.002,0.241,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.101,0.021,0.04,0.272,0.032,0.002,0.241,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.101,0.021,0.04,0.272,0.032,0.002,0.241,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.001,0.023,0.0,0.034,0.101,0.021,0.04,0.271,0.032,0.002,0.242,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.023,0.0,0.034,0.101,0.021,0.04,0.272,0.032,0.002,0.242,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.023,0.0,0.034,0.101,0.021,0.04,0.271,0.032,0.002,0.243,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.023,0.0,0.034,0.101,0.021,0.04,0.27,0.032,0.002,0.244,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.04,0.271,0.032,0.002,0.244,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.04,0.271,0.032,0.002,0.244,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.04,0.271,0.032,0.002,0.244,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.04,0.271,0.032,0.002,0.244,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.04,0.271,0.032,0.002,0.244,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.04,0.271,0.032,0.002,0.244,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.245,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.245,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.245,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.245,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.245,0.016,0.002,0.034,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.27,0.032,0.002,0.245,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.244,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.244,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.244,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.244,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.244,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.244,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.101,0.021,0.039,0.271,0.032,0.002,0.244,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.039,0.272,0.032,0.002,0.244,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.039,0.271,0.032,0.002,0.245,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.039,0.271,0.032,0.002,0.245,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.039,0.271,0.032,0.002,0.245,0.016,0.002,0.035,0.004,0.003,0.073,0.014,0.006,0.058,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.039,0.271,0.032,0.002,0.245,0.016,0.001,0.035,0.004,0.003,0.073,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.039,0.271,0.032,0.002,0.245,0.016,0.001,0.035,0.004,0.003,0.073,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.04,0.271,0.032,0.002,0.244,0.016,0.001,0.035,0.004,0.003,0.073,0.014,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.04,0.272,0.032,0.002,0.244,0.016,0.001,0.035,0.004,0.003,0.073,0.013,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.04,0.273,0.032,0.002,0.243,0.016,0.001,0.035,0.004,0.003,0.073,0.013,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.04,0.273,0.032,0.002,0.243,0.016,0.001,0.035,0.004,0.003,0.073,0.013,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.04,0.273,0.032,0.002,0.243,0.016,0.001,0.035,0.004,0.003,0.073,0.013,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.1,0.021,0.04,0.274,0.032,0.002,0.243,0.016,0.001,0.035,0.004,0.003,0.072,0.013,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.099,0.021,0.04,0.274,0.032,0.002,0.244,0.016,0.001,0.035,0.004,0.003,0.072,0.013,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.099,0.021,0.04,0.274,0.032,0.002,0.244,0.016,0.001,0.035,0.004,0.003,0.072,0.013,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.099,0.021,0.04,0.275,0.032,0.002,0.243,0.016,0.001,0.035,0.004,0.003,0.072,0.013,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.099,0.021,0.04,0.275,0.032,0.002,0.243,0.016,0.001,0.035,0.004,0.003,0.072,0.013,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.099,0.021,0.04,0.276,0.032,0.002,0.243,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.059,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.034,0.099,0.021,0.04,0.276,0.032,0.002,0.242,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.276,0.032,0.002,0.243,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.275,0.032,0.002,0.244,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.276,0.032,0.002,0.243,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.276,0.032,0.002,0.243,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.275,0.032,0.002,0.244,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.275,0.032,0.002,0.244,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.275,0.032,0.002,0.244,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.275,0.032,0.002,0.244,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.276,0.032,0.002,0.243,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.276,0.032,0.002,0.243,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.276,0.032,0.002,0.243,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.099,0.021,0.04,0.276,0.032,0.002,0.243,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.1,0.021,0.04,0.276,0.032,0.002,0.242,0.016,0.0,0.035,0.004,0.003,0.072,0.013,0.006,0.06,0.002
0,0.0,0.011,0.0,0.0,0.008,0.002,0.0,0.022,0.0,0.033,0.1,0.021,0.04,0.276,0.032,0.002,0.241,0.016,0.0,0.035,0.004,0.003,0.073,0.013,0.006,0.06,0.002
