,CCC,CCD,CDC,CDD,DCC,DCD,DDC,DDD
0,0.117,0.139,0.116,0.124,0.137,0.126,0.126,0.115
0,0.117,0.139,0.116,0.124,0.137,0.126,0.126,0.115
0,0.117,0.139,0.117,0.124,0.137,0.125,0.126,0.115
0,0.117,0.138,0.117,0.124,0.137,0.125,0.126,0.116
0,0.117,0.138,0.117,0.124,0.137,0.125,0.126,0.116
0,0.117,0.138,0.117,0.124,0.137,0.125,0.126,0.116
0,0.116,0.139,0.117,0.124,0.137,0.125,0.126,0.116
0,0.116,0.139,0.117,0.124,0.137,0.125,0.126,0.116
0,0.116,0.139,0.117,0.124,0.136,0.125,0.127,0.116
0,0.116,0.139,0.117,0.124,0.136,0.125,0.127,0.116
0,0.116,0.139,0.117,0.124,0.136,0.125,0.128,0.115
0,0.116,0.139,0.117,0.124,0.136,0.125,0.128,0.115
0,0.116,0.139,0.117,0.123,0.136,0.125,0.128,0.116
0,0.116,0.139,0.116,0.123,0.136,0.126,0.128,0.116
0,0.116,0.139,0.116,0.123,0.136,0.126,0.128,0.116
0,0.116,0.139,0.116,0.123,0.136,0.126,0.128,0.116
0,0.115,0.139,0.116,0.123,0.136,0.126,0.129,0.116
0,0.115,0.139,0.116,0.123,0.136,0.126,0.129,0.116
0,0.114,0.139,0.117,0.123,0.136,0.126,0.129,0.116
0,0.114,0.139,0.117,0.123,0.136,0.126,0.129,0.116
0,0.114,0.139,0.117,0.123,0.136,0.126,0.129,0.116
0,0.114,0.139,0.117,0.123,0.137,0.126,0.128,0.116
0,0.114,0.139,0.117,0.123,0.136,0.126,0.129,0.116
0,0.114,0.139,0.117,0.124,0.136,0.125,0.129,0.116
0,0.114,0.139,0.117,0.124,0.136,0.124,0.13,0.116
0,0.114,0.139,0.117,0.124,0.136,0.124,0.13,0.116
0,0.114,0.14,0.116,0.124,0.136,0.124,0.13,0.116
0,0.115,0.14,0.116,0.124,0.136,0.123,0.13,0.116
0,0.115,0.14,0.117,0.124,0.136,0.123,0.129,0.116
0,0.115,0.14,0.116,0.124,0.137,0.123,0.129,0.116
0,0.115,0.14,0.116,0.124,0.137,0.123,0.129,0.116
0,0.114,0.14,0.117,0.124,0.137,0.123,0.129,0.116
0,0.115,0.14,0.117,0.123,0.137,0.123,0.129,0.116
0,0.115,0.14,0.117,0.123,0.137,0.123,0.129,0.116
0,0.115,0.14,0.117,0.122,0.138,0.123,0.129,0.116
0,0.115,0.14,0.117,0.122,0.138,0.123,0.129,0.116
0,0.115,0.14,0.117,0.122,0.138,0.123,0.129,0.116
0,0.115,0.14,0.118,0.122,0.137,0.123,0.129,0.116
0,0.115,0.141,0.118,0.122,0.136,0.123,0.129,0.116
0,0.115,0.141,0.118,0.122,0.136,0.123,0.129,0.116
0,0.115,0.141,0.118,0.122,0.136,0.123,0.129,0.116
0,0.114,0.142,0.118,0.122,0.136,0.123,0.129,0.116
0,0.114,0.142,0.118,0.122,0.136,0.123,0.129,0.116
0,0.114,0.142,0.118,0.123,0.135,0.123,0.129,0.116
0,0.114,0.142,0.118,0.123,0.135,0.123,0.129,0.116
0,0.114,0.142,0.118,0.123,0.135,0.123,0.129,0.116
0,0.114,0.142,0.119,0.122,0.135,0.123,0.129,0.116
0,0.114,0.142,0.119,0.123,0.135,0.123,0.129,0.115
0,0.114,0.142,0.119,0.123,0.135,0.123,0.129,0.115
0,0.114,0.142,0.118,0.123,0.135,0.124,0.129,0.115
0,0.114,0.142,0.118,0.123,0.135,0.124,0.129,0.115
0,0.115,0.142,0.118,0.123,0.135,0.124,0.129,0.114
0,0.115,0.142,0.118,0.123,0.135,0.124,0.129,0.114
0,0.115,0.142,0.118,0.123,0.135,0.124,0.129,0.114
0,0.115,0.142,0.117,0.123,0.135,0.124,0.129,0.115
0,0.115,0.142,0.116,0.123,0.136,0.124,0.129,0.115
0,0.115,0.142,0.116,0.123,0.136,0.124,0.129,0.115
0,0.115,0.143,0.116,0.122,0.136,0.124,0.129,0.115
0,0.115,0.143,0.116,0.122,0.136,0.124,0.129,0.115
0,0.115,0.143,0.116,0.122,0.136,0.124,0.129,0.115
0,0.115,0.143,0.116,0.122,0.136,0.124,0.129,0.115
0,0.115,0.143,0.116,0.122,0.136,0.124,0.129,0.115
0,0.115,0.143,0.116,0.122,0.136,0.124,0.129,0.115
0,0.115,0.143,0.116,0.122,0.136,0.124,0.129,0.115
0,0.115,0.143,0.116,0.122,0.137,0.123,0.129,0.115
0,0.115,0.143,0.116,0.122,0.137,0.123,0.129,0.115
0,0.115,0.143,0.116,0.122,0.137,0.123,0.129,0.115
0,0.115,0.143,0.116,0.123,0.137,0.123,0.128,0.115
0,0.114,0.143,0.116,0.123,0.137,0.124,0.128,0.115
0,0.114,0.143,0.116,0.123,0.137,0.124,0.128,0.115
0,0.114,0.143,0.116,0.123,0.137,0.124,0.128,0.115
0,0.114,0.143,0.116,0.123,0.137,0.124,0.128,0.115
0,0.114,0.143,0.115,0.123,0.137,0.124,0.128,0.116
0,0.114,0.143,0.115,0.123,0.137,0.124,0.128,0.116
0,0.114,0.143,0.115,0.123,0.137,0.124,0.128,0.116
0,0.114,0.143,0.115,0.123,0.137,0.124,0.128,0.116
0,0.114,0.143,0.115,0.123,0.137,0.124,0.128,0.116
0,0.114,0.143,0.115,0.123,0.137,0.124,0.128,0.116
0,0.114,0.143,0.115,0.123,0.137,0.124,0.128,0.116
0,0.113,0.143,0.116,0.123,0.137,0.124,0.128,0.116
0,0.113,0.143,0.116,0.123,0.137,0.124,0.128,0.116
0,0.113,0.143,0.116,0.123,0.137,0.124,0.128,0.116
0,0.113,0.143,0.116,0.123,0.137,0.124,0.128,0.116
0,0.113,0.143,0.116,0.123,0.137,0.124,0.128,0.116
0,0.113,0.143,0.116,0.123,0.137,0.124,0.128,0.116
0,0.113,0.143,0.116,0.123,0.136,0.124,0.129,0.116
0,0.113,0.143,0.116,0.123,0.136,0.124,0.129,0.116
0,0.113,0.143,0.116,0.123,0.136,0.124,0.129,0.116
0,0.113,0.143,0.116,0.123,0.136,0.124,0.129,0.116
0,0.113,0.143,0.116,0.123,0.136,0.124,0.129,0.116
0,0.113,0.142,0.116,0.123,0.136,0.125,0.129,0.116
0,0.113,0.142,0.116,0.123,0.136,0.125,0.129,0.116
0,0.113,0.142,0.116,0.123,0.136,0.125,0.129,0.116
0,0.113,0.142,0.115,0.123,0.136,0.125,0.129,0.117
0,0.113,0.142,0.115,0.123,0.136,0.125,0.129,0.117
0,0.112,0.142,0.115,0.123,0.136,0.126,0.129,0.117
0,0.112,0.142,0.115,0.123,0.136,0.126,0.129,0.117
0,0.112,0.142,0.115,0.123,0.136,0.125,0.13,0.117
0,0.112,0.142,0.115,0.123,0.136,0.125,0.13,0.117
0,0.112,0.142,0.115,0.123,0.136,0.124,0.131,0.117
0,0.112,0.142,0.115,0.123,0.136,0.124,0.131,0.117
0,0.112,0.141,0.115,0.123,0.136,0.124,0.131,0.118
0,0.111,0.141,0.115,0.123,0.136,0.124,0.131,0.119
0,0.111,0.142,0.115,0.123,0.136,0.124,0.13,0.119
0,0.111,0.141,0.116,0.123,0.136,0.124,0.13,0.119
0,0.111,0.141,0.116,0.123,0.136,0.124,0.13,0.119
0,0.11,0.141,0.117,0.123,0.136,0.124,0.13,0.119
0,0.11,0.141,0.117,0.123,0.136,0.124,0.13,0.119
0,0.11,0.141,0.117,0.123,0.136,0.124,0.13,0.119
0,0.11,0.141,0.117,0.123,0.136,0.124,0.13,0.119
0,0.11,0.141,0.117,0.123,0.136,0.124,0.13,0.119
0,0.11,0.141,0.116,0.123,0.136,0.124,0.131,0.119
0,0.11,0.141,0.115,0.124,0.136,0.124,0.131,0.119
0,0.11,0.142,0.115,0.123,0.136,0.124,0.131,0.119
0,0.11,0.142,0.115,0.123,0.136,0.124,0.131,0.119
0,0.11,0.142,0.115,0.123,0.136,0.124,0.131,0.119
0,0.111,0.141,0.115,0.123,0.136,0.124,0.131,0.119
0,0.111,0.141,0.115,0.123,0.136,0.124,0.131,0.119
0,0.111,0.141,0.115,0.123,0.136,0.124,0.131,0.119
0,0.111,0.141,0.115,0.123,0.136,0.124,0.131,0.119
0,0.111,0.141,0.115,0.123,0.136,0.124,0.131,0.119
0,0.111,0.141,0.115,0.123,0.136,0.124,0.131,0.119
0,0.11,0.141,0.116,0.123,0.136,0.124,0.131,0.119
0,0.11,0.141,0.116,0.123,0.136,0.124,0.131,0.119
0,0.11,0.141,0.116,0.123,0.136,0.124,0.131,0.119
0,0.11,0.14,0.116,0.123,0.136,0.124,0.131,0.12
0,0.109,0.14,0.116,0.123,0.136,0.125,0.131,0.12
0,0.109,0.14,0.116,0.123,0.136,0.125,0.131,0.12
0,0.109,0.14,0.116,0.123,0.136,0.125,0.131,0.12
0,0.109,0.14,0.116,0.123,0.136,0.125,0.131,0.12
0,0.109,0.14,0.116,0.123,0.136,0.125,0.131,0.12
0,0.109,0.14,0.116,0.123,0.136,0.125,0.131,0.12
0,0.109,0.14,0.116,0.123,0.136,0.125,0.131,0.12
0,0.109,0.14,0.116,0.123,0.136,0.125,0.131,0.12
0,0.11,0.14,0.116,0.123,0.136,0.125,0.13,0.12
0,0.11,0.14,0.116,0.123,0.136,0.125,0.13,0.12
0,0.11,0.14,0.116,0.123,0.136,0.125,0.13,0.12
0,0.109,0.14,0.116,0.123,0.136,0.126,0.13,0.12
0,0.108,0.141,0.116,0.123,0.136,0.126,0.13,0.12
0,0.108,0.141,0.116,0.123,0.135,0.127,0.13,0.12
0,0.108,0.141,0.116,0.123,0.135,0.127,0.13,0.12
0,0.108,0.141,0.116,0.123,0.135,0.127,0.13,0.12
0,0.108,0.142,0.116,0.123,0.135,0.126,0.13,0.12
0,0.108,0.142,0.116,0.123,0.134,0.126,0.13,0.121
0,0.108,0.142,0.116,0.123,0.134,0.126,0.13,0.121
0,0.108,0.142,0.116,0.123,0.134,0.126,0.13,0.121
0,0.108,0.142,0.116,0.123,0.134,0.126,0.13,0.121
0,0.108,0.143,0.116,0.123,0.133,0.126,0.13,0.121
0,0.108,0.143,0.116,0.123,0.133,0.126,0.13,0.121
0,0.108,0.143,0.116,0.123,0.133,0.126,0.13,0.121
0,0.108,0.143,0.116,0.123,0.133,0.126,0.13,0.121
0,0.108,0.143,0.116,0.122,0.134,0.126,0.13,0.121
0,0.108,0.143,0.116,0.122,0.134,0.127,0.13,0.12
0,0.108,0.143,0.116,0.122,0.134,0.127,0.13,0.12
0,0.108,0.143,0.116,0.122,0.134,0.127,0.13,0.12
0,0.108,0.143,0.116,0.122,0.134,0.127,0.131,0.119
0,0.108,0.143,0.116,0.122,0.134,0.127,0.131,0.119
0,0.107,0.143,0.117,0.122,0.134,0.127,0.131,0.119
0,0.107,0.143,0.117,0.122,0.134,0.127,0.131,0.119
0,0.107,0.142,0.118,0.122,0.134,0.127,0.131,0.119
0,0.107,0.142,0.117,0.123,0.134,0.127,0.131,0.119
0,0.107,0.142,0.117,0.123,0.134,0.127,0.131,0.119
0,0.106,0.143,0.117,0.123,0.134,0.127,0.131,0.119
0,0.106,0.143,0.117,0.123,0.133,0.127,0.132,0.119
0,0.106,0.143,0.117,0.123,0.133,0.127,0.132,0.119
0,0.106,0.143,0.117,0.123,0.133,0.127,0.132,0.119
0,0.106,0.143,0.117,0.123,0.133,0.127,0.132,0.119
0,0.106,0.143,0.117,0.123,0.132,0.128,0.132,0.119
0,0.106,0.143,0.117,0.123,0.132,0.128,0.132,0.119
0,0.106,0.143,0.118,0.122,0.132,0.128,0.132,0.119
0,0.106,0.143,0.118,0.122,0.132,0.128,0.132,0.119
0,0.106,0.143,0.117,0.122,0.132,0.128,0.132,0.12
0,0.106,0.143,0.117,0.122,0.132,0.128,0.132,0.12
0,0.106,0.143,0.117,0.122,0.131,0.129,0.132,0.12
0,0.106,0.143,0.117,0.122,0.131,0.129,0.132,0.12
0,0.106,0.143,0.117,0.122,0.131,0.129,0.132,0.12
0,0.106,0.143,0.116,0.122,0.131,0.13,0.132,0.12
0,0.106,0.143,0.116,0.122,0.131,0.13,0.132,0.12
0,0.106,0.143,0.116,0.122,0.132,0.13,0.132,0.119
0,0.106,0.144,0.116,0.122,0.132,0.129,0.132,0.119
0,0.106,0.144,0.116,0.122,0.132,0.129,0.132,0.119
0,0.106,0.145,0.116,0.122,0.132,0.128,0.132,0.119
0,0.106,0.145,0.116,0.122,0.132,0.128,0.132,0.119
0,0.106,0.145,0.116,0.122,0.132,0.128,0.132,0.119
0,0.105,0.146,0.116,0.122,0.132,0.128,0.132,0.119
0,0.104,0.146,0.116,0.122,0.133,0.128,0.132,0.119
0,0.104,0.147,0.116,0.121,0.133,0.128,0.132,0.119
0,0.104,0.147,0.116,0.121,0.133,0.128,0.132,0.119
0,0.104,0.147,0.116,0.121,0.133,0.128,0.132,0.119
0,0.104,0.147,0.116,0.121,0.133,0.128,0.132,0.119
0,0.104,0.147,0.116,0.121,0.133,0.128,0.132,0.119
0,0.104,0.147,0.116,0.121,0.133,0.128,0.132,0.119
0,0.103,0.147,0.116,0.121,0.133,0.128,0.133,0.119
0,0.103,0.147,0.116,0.121,0.133,0.128,0.133,0.119
0,0.103,0.147,0.116,0.121,0.133,0.128,0.133,0.119
0,0.103,0.147,0.116,0.121,0.133,0.128,0.133,0.119
0,0.103,0.147,0.116,0.121,0.133,0.128,0.133,0.119
0,0.103,0.147,0.116,0.121,0.133,0.127,0.133,0.12
0,0.103,0.147,0.116,0.121,0.133,0.127,0.133,0.12
0,0.103,0.147,0.116,0.121,0.133,0.127,0.133,0.12
0,0.103,0.146,0.116,0.121,0.133,0.127,0.133,0.121
0,0.103,0.146,0.116,0.121,0.133,0.127,0.133,0.121
0,0.103,0.146,0.117,0.121,0.133,0.126,0.133,0.121
0,0.103,0.146,0.117,0.12,0.134,0.126,0.133,0.121
0,0.102,0.146,0.117,0.12,0.134,0.127,0.133,0.121
0,0.102,0.146,0.117,0.12,0.134,0.127,0.133,0.121
0,0.102,0.146,0.117,0.12,0.134,0.127,0.133,0.121
0,0.102,0.146,0.117,0.12,0.134,0.126,0.133,0.122
0,0.102,0.145,0.117,0.12,0.134,0.127,0.133,0.122
0,0.102,0.145,0.117,0.119,0.134,0.128,0.133,0.122
0,0.101,0.145,0.118,0.119,0.134,0.128,0.133,0.122
0,0.101,0.145,0.118,0.119,0.134,0.128,0.133,0.122
0,0.101,0.145,0.118,0.118,0.134,0.128,0.133,0.123
0,0.101,0.145,0.118,0.118,0.134,0.128,0.133,0.123
0,0.101,0.145,0.118,0.119,0.134,0.127,0.133,0.123
0,0.101,0.146,0.118,0.119,0.133,0.127,0.133,0.123
0,0.101,0.146,0.118,0.119,0.133,0.127,0.133,0.123
0,0.101,0.146,0.118,0.12,0.133,0.126,0.133,0.123
0,0.101,0.146,0.119,0.12,0.133,0.126,0.133,0.122
0,0.101,0.146,0.118,0.121,0.133,0.126,0.133,0.122
0,0.101,0.146,0.118,0.121,0.133,0.126,0.133,0.122
0,0.101,0.147,0.118,0.121,0.133,0.126,0.132,0.122
0,0.101,0.147,0.118,0.121,0.133,0.126,0.132,0.122
0,0.101,0.147,0.118,0.121,0.133,0.126,0.132,0.122
0,0.101,0.147,0.117,0.122,0.133,0.126,0.132,0.122
0,0.101,0.147,0.117,0.122,0.133,0.127,0.131,0.122
0,0.101,0.146,0.118,0.122,0.133,0.127,0.131,0.122
0,0.101,0.145,0.118,0.122,0.133,0.127,0.132,0.122
0,0.1,0.145,0.119,0.122,0.133,0.127,0.132,0.122
0,0.101,0.145,0.119,0.122,0.134,0.127,0.131,0.121
0,0.101,0.146,0.119,0.121,0.134,0.127,0.131,0.121
0,0.101,0.146,0.119,0.121,0.134,0.127,0.131,0.121
0,0.101,0.146,0.119,0.121,0.134,0.127,0.131,0.121
0,0.101,0.146,0.119,0.121,0.134,0.127,0.131,0.121
0,0.1,0.146,0.12,0.121,0.134,0.127,0.131,0.121
0,0.1,0.146,0.12,0.12,0.135,0.127,0.131,0.121
0,0.1,0.146,0.12,0.12,0.136,0.127,0.131,0.12
0,0.1,0.146,0.12,0.12,0.136,0.127,0.131,0.12
0,0.1,0.146,0.12,0.12,0.136,0.127,0.131,0.12
0,0.1,0.146,0.12,0.12,0.136,0.127,0.131,0.12
0,0.101,0.146,0.12,0.12,0.135,0.127,0.131,0.12
0,0.101,0.146,0.12,0.12,0.135,0.127,0.131,0.12
0,0.101,0.146,0.12,0.12,0.135,0.127,0.131,0.12
0,0.101,0.146,0.12,0.12,0.135,0.127,0.131,0.12
0,0.101,0.146,0.12,0.12,0.135,0.127,0.131,0.12
0,0.101,0.146,0.12,0.12,0.134,0.127,0.132,0.12
0,0.101,0.146,0.12,0.12,0.134,0.127,0.132,0.12
0,0.101,0.145,0.12,0.12,0.134,0.127,0.132,0.121
0,0.101,0.145,0.12,0.119,0.134,0.127,0.133,0.121
0,0.1,0.145,0.12,0.119,0.135,0.127,0.133,0.121
0,0.099,0.145,0.12,0.119,0.135,0.128,0.133,0.121
0,0.099,0.145,0.12,0.119,0.136,0.128,0.132,0.121
0,0.099,0.145,0.12,0.119,0.136,0.128,0.132,0.121
0,0.099,0.144,0.12,0.119,0.137,0.128,0.132,0.121
0,0.099,0.144,0.12,0.119,0.137,0.128,0.132,0.121
0,0.099,0.144,0.12,0.119,0.137,0.128,0.132,0.121
0,0.099,0.144,0.12,0.119,0.137,0.128,0.132,0.121
0,0.098,0.144,0.12,0.12,0.137,0.128,0.132,0.121
0,0.098,0.144,0.12,0.12,0.137,0.128,0.132,0.121
0,0.098,0.144,0.12,0.12,0.137,0.128,0.132,0.121
0,0.098,0.144,0.12,0.12,0.137,0.128,0.132,0.121
0,0.098,0.144,0.119,0.12,0.137,0.129,0.132,0.121
0,0.098,0.144,0.119,0.12,0.137,0.129,0.132,0.121
0,0.098,0.144,0.119,0.12,0.137,0.129,0.132,0.121
0,0.098,0.144,0.118,0.12,0.137,0.13,0.132,0.121
0,0.098,0.144,0.118,0.12,0.137,0.13,0.132,0.121
0,0.098,0.144,0.118,0.12,0.137,0.13,0.132,0.121
0,0.098,0.144,0.118,0.12,0.138,0.129,0.132,0.121
0,0.098,0.144,0.119,0.12,0.138,0.129,0.131,0.121
0,0.098,0.144,0.119,0.12,0.138,0.129,0.131,0.121
0,0.098,0.144,0.119,0.12,0.138,0.129,0.131,0.121
0,0.098,0.144,0.119,0.12,0.138,0.129,0.131,0.121
0,0.098,0.144,0.119,0.12,0.138,0.128,0.131,0.122
