,CCC,CCD,CDC,CDD,DCC,DCD,DDC,DDD
157,6.646971241568997e-27,6.646971241568997e-27,9.171797809139633e-37,3.6554780790243925e-07,5.915142858652173e-17,0.9999992689043841,1.2107051877986332e-25,3.6554780790243925e-07
158,4.5320261477374476e-27,4.5320261477374476e-27,5.41969906561144e-37,3.323162110890289e-07,5.377402956174314e-17,0.9999993353675778,7.154167494299241e-26,3.323162110890289e-07
159,3.090018014705183e-27,3.090018014705183e-27,3.202549641362971e-37,3.021056646981371e-07,3.666411328011199e-17,0.9999993957886705,5.853410121732663e-26,3.021056646981371e-07
160,2.1068305802963435e-27,2.1068305802963435e-27,1.892415801116216e-37,2.746415284475358e-07,3.33310139036451e-17,0.999999450716943,3.45883344373897e-26,2.746415284475358e-07
161,1.4364754673867467e-27,1.4364754673867467e-27,1.1182457564989868e-37,2.4967412923792063e-07,2.2725692432743282e-17,0.9999995006517415,2.829954777099722e-26,2.4967412923792063e-07
162,9.79415135860895e-28,9.79415135860895e-28,6.607816133821422e-38,2.2697649142904748e-07,2.0659721331257157e-17,0.9999995460470172,1.672246080561942e-26,2.2697649142904748e-07
163,6.677830747362574e-28,6.677830747362574e-28,3.9046187856684167e-38,2.0634227345092412e-07,1.408617421626268e-17,0.999999587315453,1.3682013951051437e-26,2.0634227345092412e-07
164,4.553066589472685e-28,4.553066589472685e-28,2.307274823547398e-38,1.8758389199292868e-07,1.280561340430051e-17,0.999999624832216,8.084826728937947e-27,1.8758389199292868e-07
165,3.1043636896093073e-28,3.1043636896093073e-28,1.3633897149598167e-38,1.705308167188141e-07,8.731100346171036e-18,0.9999996589383664,6.614858458374846e-27,1.705308167188141e-07
166,2.116611672178622e-28,2.116611672178622e-28,8.056394020010456e-39,1.5502802000565918e-07,7.937364197167344e-18,0.99999968994396,3.908780119324676e-27,1.5502802000565918e-07
167,1.443144362617754e-28,1.443144362617754e-28,4.760596600556336e-39,1.4093456761401874e-07,5.411839377884416e-18,0.9999997181308649,3.1980929150463738e-27,1.4093456761401874e-07
168,9.839620906346999e-29,9.839620906346999e-29,2.813079881503325e-39,1.2812233747762906e-07,4.919854105963561e-18,0.999999743755325,1.889782225497519e-27,1.2812233747762906e-07
169,6.70883259242774e-29,6.70883259242774e-29,1.6622745141564187e-39,1.1647485496566838e-07,3.354446059480514e-18,0.9999997670502901,1.5461854932435883e-27,1.1647485496566838e-07
170,4.5742041371606874e-29,4.5742041371606874e-29,9.822531428029366e-40,1.0588623402935009e-07,3.0494964822894957e-18,0.9999997882275319,9.136550835380916e-28,1.0588623402935009e-07
171,3.118775608106906e-29,3.118775608106906e-29,5.804223228305961e-40,9.626021460716039e-08,2.0792021870444545e-18,0.9999998074795708,7.475359918318516e-28,9.626021460716039e-08
172,2.1264379518349585e-29,2.1264379518349585e-29,3.4297683312990196e-40,8.75092875380845e-08,1.8901838394857772e-18,0.999999824981425,4.417258210862073e-28,8.75092875380845e-08
173,1.4498440811374396e-29,1.4498440811374396e-29,2.0266813189227735e-40,7.955389902765955e-08,1.2887617292455066e-18,0.9999998408922021,3.614120411845169e-28,7.955389902765955e-08
174,9.885300696194216e-30,9.885300696194216e-30,1.197584433049368e-40,7.232172743486782e-08,1.1716015889878192e-18,0.999999855356545,2.135616637889714e-28,7.232172743486782e-08
175,6.739977836031847e-30,6.739977836031847e-30,7.076635379254356e-41,6.574702580532322e-08,7.988192757229659e-19,0.9999998685059484,1.747322726704202e-28,6.574702580532322e-08
176,4.595439488591983e-30,4.595439488591983e-30,4.181648228637744e-41,5.97700241738759e-08,7.261993502473232e-19,0.9999998804599517,1.0325088963041903e-28,5.97700241738759e-08
177,3.1332542308172033e-30,3.1332542308172033e-30,2.4709739801386986e-41,5.4336386203103024e-08,4.951359260039543e-19,0.9999998913272277,8.447800152475234e-29,5.4336386203103024e-08
